institution,urls,articletype,retractiondate,retractiondoi,originalpaperdate,originalpaperdoi,retractionnature,reason,notes,rorids,rornames,rorcountries,rorregions,container,publisher,prefix,funder
"['Unite de Recherche sur les Composes antioxydants, Stress Oxydant, Elements Traces et Maladies Metaboliques, Ecole Superieure des Sciences et Techniques de la Sante de Tunis, Tunisia']",['http://retractionwatch.com/2012/06/20/serial-plagiarizers-banned-from-dermatology-journal-forever/'],['Research Article'],7/1/2012 0:00,None,9/10/2009 0:00,10.4103/0019-5154.55628,Retraction,"['+Duplication of/in Image' '+Duplication of Text'
 '+Euphemisms for Duplication' '+Publishing Ban']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Neurological Surgery, Karolinska Institutet, Stockholm, Sweden'
 'Centrum för Traumaforskning, Karolinska Institutet, Stockholm, Sweden'
 'Department of Neurological Surgery, Barrow Neurological Institute, Phoenix, AZ, USA'
 'Department of Neurological Surgery, University of California, San Francisco, CA, USA'
 'Department of Neurological Surgery, Baylor College of Medicine, Houston, TX, USA'
 'Department of Neurosurgery, University Hospital Zurich, Zurich, Switzerland']","['http://retractionwatch.com/?s=%22Michael+George+Zaki+Ghali%22'
 'http://retractionwatch.com/2021/08/19/meet-the-alleged-brain-surgeon-who-squats-on-domains-punks-journals-and-listed-wolf-blitzer-as-a-co-author/'
 'https://retractionwatch.com/2021/11/22/author-who-squats-on-domains-to-fake-affiliations-and-added-wolf-blitzer-as-a-co-author-up-to-a-dozen-retractions/']",['Review Article'],8/19/2021 0:00,10.1080/10799893.2021.1952546,5/26/2020 0:00,10.1080/10799893.2020.1759091,Retraction,['+False/Forged Affiliation' '+False/Forged Authorship'],None,['https://ror.org/04hmgwg30'],[None],['Sweden'],['Stockholm'],<NA>,<NA>,<NA>,<NA>
"['Hamdard Institute of Engineering & Technology, Islamabad 44000, Pakistan'
 'Department of Electrical Engineering, College of Electronics and Information Engineering, Sejong University, Seoul 05006, Republic of Korea'
 'Department of Mechanical Engineering, Taif University, Taif 21944, Saudi Arabia'
 'College of Computer Science and Technology, Shandong University of Science and Technology, Qingdao, Shandong, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],1/9/2024 0:00,10.1155/2024/9846307,1/15/2022 0:00,10.1155/2022/9718580,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Endodontics, School of Dentistry, Aichi Gakuin University, Nagoya, Aichi 464-8651, Japan'
 'Department of Medicinal Biochemistry, School of Pharmacy, Aichi Gakuin University, Nagoya 464-8650, Japan']",['http://retractionwatch.com/2020/11/23/stem-cell-researchers-retraction-count-may-near-two-dozen/'],['Research Article'],11/11/2020 0:00,10.1016/j.yexcr.2020.112345,5/20/2014 0:00,10.1016/j.yexcr.2014.05.006,Retraction,['+Concerns/Issues About Data' '+Duplication of/in Image'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Immunobiology, University of Arizona, Tucson, AZ, USA']",[],['Research Article'],6/12/2014 0:00,10.1111/trf.12744,6/12/2014 0:00,10.1111/trf.12744,Retraction,['+Breach of Policy by Author'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Institute of Psychiatry, University of London']",['http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/'],['Research Article'],2/10/2020 0:00,10.1177/0031512520901993,2/1/1966 0:00,10.2466/pms.1966.22.1.273,Expression of concern,['+Concerns/Issues About Data' '+Investigation by Company/Institution'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Anesthesiology, Showa University Hospital, Tokyo, Japan']",['https://retractionwatch.com/?s=Hironobu+Ueshima'],['Case Report' 'Letter'],2/9/2022 0:00,10.1016/j.jclinane.2022.110784,4/16/2016 0:00,10.1016/j.jclinane.2016.01.046,Retraction,"['+Date of Article and/or Notice Unknown' '+False/Forged Authorship'
 '+Investigation by Company/Institution' '+Investigation by Third Party'
 '+Misconduct - Official Investigation(s) and/or Finding(s)'
 '+Misconduct by Author']","Date of retraction unknown, html page overwrite, date estimated from notifications; Notice published 4.4.2022, after html overwrite; Hironobu Ueshima has institutional finding of misconduct.",['https://ror.org/04wn7d698'],[None],['Japan'],['Tokyo'],<NA>,<NA>,<NA>,<NA>
"['Department of Research and Development, Jawaharlal Nehru Medical College, Datta Meghe Institute of Higher Education & Research, Wardha, India'
 'Department of Medicine, Mahatma Gandhi Institute of Medical Sciences, Wardha, India']",['https://retractionwatch.com/2025/02/10/as-springer-nature-journal-clears-ai-papers-one-universitys-retractions-rise-drastically/'],['Letter' 'Review Article'],2/4/2025 0:00,10.1007/s10143-025-03324-4,9/19/2024 0:00,10.1007/s10143-024-02886-z,Retraction,"['+Computer-Aided Content or Computer-Generated Content'
 '+Investigation by Journal/Publisher']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Tonghua Normal University, Tonghua City Jilin Province, China']",['https://retractionwatch.com/2022/09/09/physics-publisher-retracting-nearly-500-likely-paper-mill-papers/'],['Conference Abstract/Paper'],9/23/2022 0:00,10.1088/1757-899X/392/6/062206,8/3/2018 0:00,10.1088/1757-899X/392/6/062185,Retraction,['+Fake Peer Review' '+Investigation by Journal/Publisher' '+Paper Mill'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['DPMMS, University of Cambridge, Cambridge, UK'
 'Mathematics Department, Bard College at Simon’s Rock, Great Barrington, Massachusetts, USA']",[],['Research Article'],4/1/2018 0:00,10.1112/blms.12123,12/14/2017 0:00,10.1112/blms.12123,Retraction,"['+Error in Analyses' '+Error in Methods'
 '+Error in Results and/or Conclusions']",affiliation taken from arxiv.org copy,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['School of Management, Wuhan University of Technology, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],9/6/2011 0:00,10.1109/AIMSEC.2011.6009723,8/8/2011 0:00,10.1109/AIMSEC.2011.6009723,Retraction,['+Notice - Limited or No Information' '+Removed'],None,['https://ror.org/03fe7t173'],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Research Academy of Energy and Environmental Studies, North China Electric Power University, Beijing, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],5/31/2011 0:00,10.1109/icbbe.2011.5780774,5/10/2011 0:00,10.1109/icbbe.2011.5780774,Retraction,"['+Breach of Policy by Author' '+Date of Article and/or Notice Unknown'
 '+Notice - Limited or No Information']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['College of Accounting, Shaoyang University, Shaoyang, Hunan, China'
 'School of Economics and Management, Shaoyang University, Shaoyang, Hunan, China']",[],['Research Article'],12/12/2022 0:00,10.1186/s13638-022-02198-0,2/12/2019 0:00,10.1186/s13638-019-1341-4,Retraction,"['+Fake Peer Review' '+Investigation by Journal/Publisher' '+Rogue Editor'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Division of Cyclotron & Radiopharmaceutical Sciences, Institute of Nuclear Medicine and Allied Sciences, Brig SK Mazumdar Road, Delhi 110054, India'
 'School of Biomedical Engineering, Institute of Technology, Banaras Hindu University, Varanasi 221005, India']",['https://retractionwatch.com/2022/05/24/the-internet-may-be-a-challenging-venue-biomedical-engineering-group-up-to-four-retractions/'],['Research Article'],11/25/2021 0:00,10.1016/j.brainres.2021.147729,1/31/2011 0:00,10.1016/j.brainres.2011.01.085,Retraction,"['+Concerns/Issues About Authorship/Affiliation'
 '+Concerns/Issues About Data' '+Concerns/Issues About Image'
 '+Conflict of Interest' '+Error in Cell Lines/Tissues'
 '+Results Not Reproducible']",None,['https://ror.org/04cdn2797'],[None],['India'],['Uttar Pradesh'],<NA>,<NA>,<NA>,<NA>
"['Centre for Nanobiotechnology, VIT University, Vellore, 632-014, Tamil Nadu, India']",['http://retractionwatch.com/2014/02/21/pharmaceutical-journal-retracts-antibiotics-paper-with-dodgy-data-with-an-unclear-notice/'],['Research Article'],2/12/2014 0:00,10.1208/s12249-014-0091-1,6/26/2013 0:00,10.1208/s12249-013-9993-6,Retraction,['+Unreliable Data' '+Unreliable Results and/or Conclusions'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Washington, DC, USA']",[],['Research Article'],11/28/2023 0:00,10.1128/MRA.00504-23,4/15/2021 0:00,10.1128/MRA.00223-21,Retraction,"['+Error in Data' '+Error in Results and/or Conclusions'
 '+Upgrade/Update of Prior Notice(s)']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Inner Mongolia University of Finance and Economics, Chifeng, 024000 Inner Mogolia, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],10/18/2023 0:00,10.1155/2023/9789176,8/16/2022 0:00,10.1155/2022/9552118,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Departments of Pathology, The University of Hong Kong, Queen Mary Hospital, Pokfulam Road, Hong Kong, Special Administrative Region of China'
 'Department of Pathology, Shanghai Jiao Tong University, the International Peace Maternal and Child Health Hospital, Shanghai 200030, China'
 'Department of Obstetrics and Gynaecology, The University of Hong Kong, Queen Mary Hospital, Pokfulam Road, Hong Kong, Special Administrative Region of China'
 'Laboratory of Molecular Cell Biology and Tumor Biology, Department of Human Anatomy, Histology and Embryology, School of Basic Medical Sciences, and Laboratory of Cancer Metastasis, Institute of Systems Medicine, Peking University, Beijing 100191, China']",[],['Research Article'],2/26/2016 0:00,10.1093/carcin/bgw021,2/16/2011 0:00,10.1093/carcin/bgr033,Retraction,"['+Duplication of/in Image' '+Error in Image'
 '+Euphemisms for Duplication']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Energy and Safety Engineering, Tianjin Chengjian University, Tianjin, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],10/10/2013 0:00,10.1109/QR2MSE.2013.6626007,7/15/2013 0:00,10.1109/QR2MSE.2013.6626007,Retraction,['+Notice - Limited or No Information'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Hebei University of Engineering, Handan, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],9/7/2010 0:00,10.1109/ICICCI.2010.48,6/22/2010 0:00,10.1109/ICICCI.2010.48,Retraction,"['+Breach of Policy by Author' '+Investigation by Journal/Publisher'
 '+Notice - Limited or No Information']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['School of Environment and Architecture, University of Shanghai for Science and Technology, Shanghai, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],5/27/2011 0:00,10.1109/ICETCE.2011.5774456,4/22/2011 0:00,10.1109/ICETCE.2011.5774456,Retraction,['+Notice - Limited or No Information'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Fisheries College, Institute of Aquaculture Biotechnology, Jimei University, Xiamen, 361021, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],9/9/2010 0:00,10.1109/ESIAT.2010.5568534,7/17/2010 0:00,10.1109/ESIAT.2010.5568534,Retraction,"['+Investigation by Journal/Publisher'
 '+Notice - Limited or No Information' '+Removed']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Pharmaceutical Sciences, School of Pharmacy, Texas Tech University Health Sciences Center, Amarillo, Texas'
 'Department of Pathology, Divisions of Anatomic Pathology and Research, Texas Tech University Health Sciences Center, Lubbock, Texas']",[],['Research Article'],11/1/2008 0:00,10.1080/10611860802519782,12/1/2005 0:00,10.1080/10611860500471906,Retraction,['+Concerns/Issues About Data' '+Notice - Limited or No Information'],None,['https://ror.org/033ztpr93'],[None],['United States'],['Texas'],<NA>,<NA>,<NA>,<NA>
"['Department of Organic Chemistry, Faculty of Chemistry, Bu-Ali Sina University, Hamedan 6517838683, Iran']",[],['Research Article'],9/13/2022 0:00,10.1039/D2NJ90130G,7/21/2017 0:00,10.1039/C7NJ01934C,Retraction,"['+Concerns/Issues About Data' '+Error in Data' '+Error in Materials'
 '+Error in Methods' '+Results Not Reproducible']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Zhijiang College of Zhejiang University of Technology, Shaoxing 312030, China'
 'Pan Tianshou College of Architecture, Arts and Design, Ningbo University, Ningbo 315211, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],10/11/2023 0:00,10.1155/2023/9765878,11/5/2021 0:00,10.1155/2021/2961546,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,['https://ror.org/02kxw0b63'],[None],['China'],['Zhejiang'],<NA>,<NA>,<NA>,<NA>
"['Department of Neurosurgery, the First Hospital of China Medical University, Shenyang, Liaoning Province, China'
 'Department of Neurosurgery, The People’s Hospital of China Medical University (The People’s Hospital of Liaoning Province), No.33, Wenyi Road, Shenhe District, Shenyang, 110016, Liaoning Province, PR China']",[],['Research Article'],9/21/2022 0:00,10.1186/s13046-022-02495-y,10/15/2020 0:00,10.1186/s13046-020-01730-8,Retraction,"['+Concerns/Issues About Image'
 '+Lack of IRB/IACUC Approval and/or Compliance'
 '+Original Data and/or Images not Provided and/or not Available']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"[""Students' Affairs Division, Civil Aviation Flight, University of China, Sichuan, China""
 'School of Control Engineering, Chengdu University of Information Technology, China Chengdu, Sichuan']","['https://retractionwatch.com/2021/12/15/journal-retracts-122-papers-at-once/'
 'https://retractionwatch.com/2023/11/02/sage-retracts-more-than-200-papers-from-journal-for-compromised-peer-review/']",['Research Article'],11/1/2023 0:00,10.1177/00207209231197937,5/25/2021 0:00,10.1177/00207209211013500,Retraction,"['+Fake Peer Review' '+Investigation by Journal/Publisher'
 '+Unreliable Results and/or Conclusions'
 '+Upgrade/Update of Prior Notice(s)']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
